148,11,20041121,"13.00.00",11,18
149,11,20041121,"13.00.00",14,6
150,11,20041121,"13.00.00",20,8
151,11,20041121,"13.00.00",25,7
152,11,20041121,"13.00.00",27,30
153,11,20041121,"13.00.00",29,4
154,11,20041121,"13.00.00",31,15
155,11,20041121,"16.05.00",17,28
156,11,20041121,"16.05.00",26,23
157,11,20041121,"16.15.00",2,19
158,11,20041121,"16.15.00",32,24
159,11,20041121,"20.30.00",12,13
160,11,20041122,"21.00.00",21,16
161,12,20041125,"12.30.00",14,11
162,12,20041125,"16.35.00",6,9
163,12,20041128,"13.00.00",3,21
164,12,20041128,"13.00.00",8,7
165,12,20041128,"13.00.00",15,18
166,12,20041128,"13.00.00",24,19
167,12,20041128,"13.00.00",26,16
168,12,20041128,"13.00.00",30,5
169,12,20041128,"13.00.00",31,13
170,12,20041128,"13.00.00",32,25
171,12,20041128,"16.05.00",22,2
172,12,20041128,"16.15.00",4,28
173,12,20041128,"16.15.00",17,27
174,12,20041128,"16.15.00",20,1
175,12,20041128,"20.30.00",23,10
176,12,20041129,"21.00.00",29,12
177,13,20041205,"13.00.00",1,11
178,13,20041205,"13.00.00",2,30
179,13,20041205,"13.00.00",4,17
180,13,20041205,"13.00.00",5,22
181,13,20041205,"13.00.00",7,3
182,13,20041205,"13.00.00",13,20
183,13,20041205,"13.00.00",18,6
184,13,20041205,"13.00.00",21,8
185,13,20041205,"13.00.00",27,29
186,13,20041205,"13.00.00",31,14
187,13,20041205,"16.05.00",10,26
188,13,20041205,"16.05.00",16,23
189,13,20041205,"16.15.00",12,24
190,13,20041205,"16.15.00",19,32
191,13,20041205,"20.30.00",25,15
192,13,20041206,"21.00.00",9,28
193,14,20041212,"13.00.00",6,15
194,14,20041212,"13.00.00",7,21
195,14,20041212,"13.00.00",8,4
196,14,20041212,"13.00.00",11,12
197,14,20041212,"13.00.00",14,13
198,14,20041212,"13.00.00",22,9
199,14,20041212,"13.00.00",19,3
200,14,20041212,"13.00.00",23,2
201,14,20041212,"13.00.00",28,18
202,14,20041212,"16.05.00",17,10
203,14,20041212,"16.05.00",20,25
204,14,20041212,"16.15.00",27,1
205,14,20041212,"16.15.00",29,5
206,14,20041212,"16.15.00",30,26
207,14,20041212,"20.30.00",24,32
208,14,20041213,"21.00.00",16,31
209,15,20041218,"13.30.00",25,19
210,15,20041218,"17.00.00",32,27
211,15,20041218,"20.30.00",5,2
212,15,20041219,"13.00.00",4,7
213,15,20041219,"13.00.00",9,24
214,15,20041219,"13.00.00",13,6
215,15,20041219,"13.00.00",15,12
216,15,20041219,"13.00.00",18,11
217,15,20041219,"13.00.00",26,8
218,15,20041219,"13.00.00",28,20
219,15,20041219,"16.05.00",22,30
220,15,20041219,"16.05.00",29,1
221,15,20041219,"16.15.00",10,16
222,15,20041219,"16.15.00",31,23
223,15,20041219,"20.30.00",3,14
224,15,20041220,"21.00.00",21,17
225,16,20041224,"15.00.00",12,18
226,16,20041225,"17.00.00",23,16
227,16,20041225,"20.30.00",10,31
228,16,20041226,"13.00.00",2,22
229,16,20041226,"13.00.00",3,25
230,16,20041226,"13.00.00",5,30
231,16,20041226,"13.00.00",6,11
232,16,20041226,"13.00.00",13,15
233,16,20041226,"13.00.00",19,7
234,16,20041226,"13.00.00",26,14
235,16,20041226,"16.05.00",4,27
236,16,20041226,"16.05.00",21,20
237,16,20041226,"16.15.00",1,28
238,16,20041226,"16.15.00",32,9
239,16,20041226,"20.30.00",8,17
240,16,20041227,"21.00.00",24,29
241,17,20050102,"13.00.00",7,24
242,17,20050102,"13.00.00",8,13
243,17,20050102,"13.00.00",11,31
244,17,20050102,"13.00.00",12,6
245,17,20050102,"13.00.00",17,3
246,17,20050102,"13.00.00",18,32
247,17,20050102,"13.00.00",22,5
248,17,20050102,"13.00.00",20,29
249,17,20050102,"13.00.00",25,4
250,17,20050102,"13.00.00",27,21
251,17,20050102,"16.05.00",2,28
252,17,20050102,"16.05.00",30,1
253,17,20050102,"16.15.00",14,10
254,17,20050102,"16.15.00",15,23
255,17,20050102,"16.15.00",16,26
256,17,20050102,"20.30.00",9,19
